Sentence,Protein,UniProtId,Phenotype,HPOId,type,Label
"Thus, defining a peptide molecule from bacterial HSP60 that is cross-reactive with human PROT at the molecular level would be an exciting idea for stimulating antigen-specific regulatory T cells that might suppress a P. gingivalis HSP-triggered autoimmune response either in periodontitis as an infectious disease [7] or PHENO as an autoimmune disease [8].",HSP60,P10809,atherosclerosis,HP:0002621,ft,Bad-CoM
"In the future, however, we hope that additional types of MLL gene rearrangements could be included in such multiplex RT-PCR kits, based on the PROT rearrangement status for Korean PHENO patients and on practical data such as domestic incidence of MLL partner gene by type, studies that are being conducted by the authors as part of the AML-MDS working party project.",MLL,Q03164,acute leukemia,HP:0002488,ft,Good-CoM
"This patient presented with ataxia and also had some limbic involvement, but none of the other PROT-antibody positive patients had evidence of limbic PHENO.",CASPR2,Q9UHC6,encephalitis,HP:0002383,ft,Bad-CoM
"In seven patients with non-PHENO, six had Stage III and one had Stage IV disease, and only one of the patients received a combination of EBRT and HDR-PROT, which was a relatively favorable factor for advanced disease in this analysis, while the remaining patients underwent only EBRT.",ISBT,Q12908,squamous cell carcinoma,HP:0002860,ft,Good-CoM
"Besides, USH1K and DFNB33 loci, human chromosome 10q also harbor two other loci for Usher syndrome type 1 and nonsyndromic PHENO, USH1D/DFNB12 and PROT/DFNB23.",USH1F,Q96QU1,hearing loss,HP:0000365,ft,Good-CoM
"Although the reported adverse events of PROT and R-CHOP chemotherapy were similar, it is unclear whether risk factors of FN obtained mainly from studies with non-Hodgkin's PHENO (NHL) patients treated with CHOP could be applied directly to patients treated with an R-CHOP regimen.",CHOP,P35638,lymphoma,HP:0002665,ft,Bad-CoM
"To gain insight into the frequency of distinct PROT rearrangements, all prescreened samples of infant, pediatric and adult leukemia patients was sent for analysis to the Frankfurt Diagnostic Center of Acute PHENO (DCAL).",MLL,Q03164,Leukemia,HP:0001909,ft,Bad-CoM
"The loss of Kiss1 gene function in mice [9, 10] or GPR54 in humans [11, 12] causes hypogonadotropic PHENO, suggesting that kisspeptin-PROT signaling plays a pivotal role in the regulation of reproductive functions.",GPR54,Q969F8,hypogonadism,HP:0000135,ft,Good-CoM
The RANKL levels and the PROT/OPG ratio in chronic apical PHENO patients were significantly higher than in healthy periapical tissues.,RANKL,O14788,periodontitis,HP:0000704,ft,Good-CoM
"However, patients with type 2 diabetes who are already receiving SGLT2 inhibitors, have significantly higher risk of developing euglycemic diabetic PHENO if put on low carbohydrate KD; hence, KD should not be prescribed to patients with type 2 diabetes on PROT inhibitors.",SGLT2,P31639,ketoacidosis,HP:0001993,ft,Good-CoM
"Interestingly, there is evidence suggesting that PROT (TGFbeta-induced factor) partakes in the transmission of nuclear signals in adults (31) and is associated with PHENO (the most common severe brain anomaly in humans) (32) and myopia (or nearsightedness, a vision problem experienced by up to about one-third of the population) (33).",TGIF,Q15583,Holoprosencephaly,HP:0001360,ft,Good-CoM
"Interestingly, there is evidence suggesting that PROT (TGFbeta-induced factor) partakes in the transmission of nuclear signals in adults (31) and is associated with Holoprosencephaly (the most common severe brain anomaly in humans) (32) and myopia (or PHENO, a vision problem experienced by up to about one-third of the population) (33).",TGIF,Q15583,nearsightedness,HP:0000545,ft,Good-CoM
"Another RCT randomized 966 ischemic PHENO patients presenting within 6 hours of acute stroke to either placebo or UK-279,276, a CD11b/PROT inhibitor.",CD18,P05107,stroke,HP:0001297,ft,Bad-CoM
"The nuclear localization of several other proteins, including PHENO 1 (WT1) (21), the nuclear receptor NR2C1 (22), early growth response 1 (Egr1) (23), human Snail (24), JAZ (25) and erythroid Kr ppel-like factor (PROT) (26), Zic3 (16) are determined by their zinc finger motifs.",EKLF,Q13351,Wilm's tumor,HP:0002667,ft,Bad-CoM
These authors concluded that cancer associated signals are more important than germline genetic variability in determining the expression of PROT in PHENO patients.,PAI1,P05121,breast cancer,HP:0003002,ft,Good-CoM
"Immunostaining serial sections of human PHENO revealed that ANTXR2/PROT expression was localized to tumor basement membranes, tumor stroma and microvessels throughout both the tumor and stroma, but was absent from the tumor cells (Figure 3d).",CMG2,P58335,breast cancer,HP:0003002,ft,Good-CoM
"Peripheral blood mononuclear cells were from buffy coats or fresh blood of healthy age-matched volunteers, patients with congenital neutrophil disorders (Supplementary Table 1), or with PHENO caused by deleterious substitutions of PROT or STAT3 as described.",TACI,O14836,immunodeficiency,HP:0002721,ft,Good-CoM
"PROT, deficiency of which gives rise to the human disease Fanconi PHENO (19), is recruited to stalled replication forks following DNA damage (20,21) but is also capable of unwinding G-quadruplex structures in vitro (22,23) and has been implicated in preventing deletions at G4 DNA motifs in vivo (24,25).",FANCJ,Q9BX63,anaemia,HP:0001903,ft,Good-CoM
"PROT-associated PHENO contributes to clinical inertia, resulting in many patients with diabetes failing to achieve adequate glycemic control, and increasing risk for other metabolic comorbidities.",Insulin,P01308,weight gain,HP:0004324,ft,Good-CoM
"Similarly, pre-RCs at the wild-type (ATTCT)13 ATXN10/PROT replication origin are inactive, and DUE-B, Cdc45 or RPA are not bound; however, ATXN10/SCA10 origin activity and binding of DUE-B, Cdc45, RPA occurs in cells from spinocerebellar PHENO type 10 patients containing (ATTCT)n expansions (14).",SCA10,Q9UBB4,ataxia,HP:0001251,ft,Good-CoM
"Yet, it is important to note that PROT-deficiency causes PHENO and premature death in humans and rodents due to severe TG accumulation in cardiac muscle.",ATGL,Q96AD5,cardiomyopathy,HP:0001638,ft,Good-CoM
It has been previously described that abnormal protan and especially tritan color vision but also blue-yellow defects may be seen in patients with PROT and PHENO.,DR5,O14763,glaucoma,HP:0000501,ft,Good-CoM
PROT is found in high levels in osteophytes of patients with PHENO [77].,Leptin,P41159,osteoarthritis,HP:0002758,ft,Good-CoM
"Mutations in the human homologues of DRC1 (PROT) and DRC2 (CCDC65) are found in primary PHENO patients, indicating that the DRC is essential for normal development and health (Austin-Tse ; Horani ; Wirschell ).",CCDC164,Q96MC2,ciliary dyskinesia,HP:0012265,ft,Good-CoM
"Therefore, to investigate the relationship between the chemical-induced breakpoints and subsequent rearrangement processes, we compared the locations of the chemical-induced breakpoints with the locations of breakpoints identified in PHENO patients containing known PROT rearrangements [11].",MLL,Q03164,leukemia,HP:0001909,ft,Good-CoM
The conclusion was that PROT rearranged AML patients with PHENO at onset <50 109/L had a very bad OS and DFS.,MLL,Q03164,thrombocytopenia,HP:0001873,ft,Good-CoM
"To study the potential association of HDAC5 and LSD1 in breast cancer, we first examined mRNA levels of HDAC5 and PROT in human immortalized normal mammary epithelial MCF10A cells, fully malignant MCF10A CA1a cells transformed from MCF10A cells with transfection of HRAS (19), and several human PHENO cell lines.",LSD1,O60341,breast cancer,HP:0003002,ft,Bad-CoM
"In children with PROT deficiency, part of the recommended treatment during acute illness with high fever, low intake or recurrent PHENO or diarrhea, is intravenous high dose glucose infusion [11].",VLCAD,P49748,vomiting,HP:0002013,ft,Good-CoM
"PROT administration to leptin deficient rodents and humans dramatically improves obesity and metabolic disease 3, 4, and recombinant human leptin (metreleptin) was recently approved as an adjunct to diet for use in individuals with leptin insufficient congenital or acquired generalized PHENO.",Leptin,P41159,lipodystrophy,HP:0009125,ft,Good-CoM
"In mammalian cells, DSBs are primarily sensed by the MRN (MRE11-RAD50-PROT) complex, which recruits phosphoinositide 3-kinase-related kinases, including PHENO telangiectasia mutated (ATM).",NBS1,O60934,ataxia,HP:0001251,ft,Good-CoM
"Notably, the subgroup analysis based on WHO classification demonstrated that low PROT expression indicated a poorer survival in high-grade PHENO patients (P<0.001; Fig.",LKB1,Q15831,glioma,HP:0009733,ft,Good-CoM
"The A375 cell line is derived from a skin primary PHENO of a 54-year-old female and has an epithelioid morphology carrying two mutant genes, B-RAF and PROT.",CDKN2,Q8N726,melanoma,HP:0002861,ft,Good-CoM
"Altogether, our data indicate that PROT and HSL knock-down results in PHENO in human adipocytes, which may involve altered PPAR signalling.",ATGL,Q96AD5,insulin resistance,HP:0000855,ft,Good-CoM
"In humans, corticosteroid-binding globulin (PROT) mutations that decrease its affinity for cortisol trigger subtle abnormalities, the most frequent of which are fatigue, increased sensitivity to pain and PHENO.",CBG,P08185,hypotension,HP:0002615,ft,Good-CoM
"We demonstrated that reduced PROT and HSL expression and activity in human adipocytes results in PHENO and insulin resistance in human adipocytes, which is at least partly mediated by impaired PPAR signalling.",ATGL,Q96AD5,mitochondrial dysfunction,HP:0003287,ft,Good-CoM
"Possible candidates include: (a) human soluble PROT (160 kDa)   present in significant quantities in healthy human plasma (7 8 ng/mL) [140] and upregulated in acute myeloid leukemia [39]; (b) soluble NRP1 (90 kDa)   a VEGF165-specific antagonist, with documented renal expression in humans [141], [142]; and (c) cellular fibronectin ( 500 kDa)   with VEGF-affinity sites on its heparin-binding domain [124], [143] and normally present in extracellular matrix but can end up in elevated amounts in plasma upon endothelial dysfunction or vascular injury, such as in PHENO [144].",VEGFR2,P35968,pre-eclampsia,HP:0100602,ft,Bad-CoM
"OPG, a protein member of the tumor necrosis factor (TNF) receptor family and its ligand, namely receptor activator of nuclear factor kappaB ligand (PROT), are principally involved in the regulation of osteoclastogenesis [17]; however abnormalities of the OPG/RANKL system have been reported in various immune-mediated human diseases, such as rheumatoid arthritis, periodontal disease, autoimmune thyroid disease, PHENO and myeloma bone disease [18], [19].",RANKL,O14788,coronary artery disease,HP:0001677,ft,Good-CoM
"In tumor tissue, however, inhibition of PROT has been shown to induce the opposite effect, increasing permeability, and increasing fluid retention and PHENO in cancer patients [39], [40].",PDGFR,P09619,ascites,HP:0001541,ft,Good-CoM
"The role of SPARC in tumor progression is controversial although in certain types of human cancer such as glioblastoma and melanoma, PROT overexpression in the malignant cells themselves has been associated with increased PHENO ([16] and references therein).",SPARC,P09486,aggressiveness,HP:0000718,ft,Good-CoM
"The combination of seven salivary transcripts biomarkers (IL8, IL1B, DUSP1, HA3, OAZ1, S100P, and SAT) can be used to distinguish between the saliva of patients with oral PHENO (OSCC) and that of controls with 91% sensitivity and specificity [9]; whereas five salivary proteomic markers (M2BP, CD59, PROT, MRP-14 and Profilin) collectively show a 93% sensitivity and specificity respectively to detect oral cancer using saliva [10].",Catalase,P04040,squamous cell carcinoma,HP:0002860,ft,Bad-CoM
